node,cagiada-dG
AT1G03600,5.7515343523431435
AT1G03630,22.738774302957413
AT1G03660,
AT1G03680,8.08361353571471
AT1G03687,16.91367427348496
AT1G03730,
AT1G03740,24.62625199780395
AT1G03750,27.153562411006607
AT1G03760,
AT1G03780,
AT1G03790,9.218735817769389
AT1G03800,5.006907190836865
AT1G03840,9.419785162412099
AT1G03850,
AT1G03860,
AT1G03870,11.015549959515567
AT1G03900,8.096426953115051
AT1G03910,17.293621313860516
AT1G03950,5.172820072174696
AT1G03960,22.972576922691776
AT1G03970,4.181759948018682
AT1G04010,30.95516796172108
AT1G04020,
AT1G04050,16.051920099263416
AT1G04080,
AT1G04100,5.9418159714279035
AT1G04120,
AT1G04130,19.619418420646994
AT1G04160,32.8403827090439
AT1G04170,26.467091126826066
AT1G04190,
AT1G04210,17.929291684429995
AT1G04220,
AT1G04230,
AT1G04240,
AT1G04250,
AT1G04270,7.814214840907229
AT1G04290,8.804310714092116
AT1G04310,
AT1G04330,2.5202807453538174
AT1G04340,
AT1G04360,
AT1G04370,4.724289002772228
AT1G04390,
AT1G04400,27.93524069192327
AT1G04410,20.58434958799294
AT1G04430,
AT1G04445,
AT1G04450,2.908530419911555
AT1G04480,7.378969003097671
AT1G04510,25.091533286606754
AT1G04530,
AT1G04550,5.827837005568636
AT1G04600,34.06143722650798
AT1G04620,26.82865979484988
AT1G04630,5.449631435206129
AT1G04635,6.7999592719474515
AT1G04650,26.217255818614234
AT1G04680,21.710759688857088
AT1G04690,23.245181763747034
AT1G04710,30.11538114578806
AT1G04750,
AT1G04760,
AT1G04810,28.587665456153886
AT1G04820,25.98278745546375
AT1G04830,
AT1G04850,16.98575141303638
AT1G04870,20.84382338155155
AT1G04880,11.692508829888629
AT1G04930,
AT1G04950,16.76152063661099
AT1G04960,
AT1G04970,24.072716172276778
AT1G04990,11.808355193905987
AT1G05000,
AT1G05010,19.597855896929467
AT1G05020,17.17559886849984
AT1G05055,18.679298296189117
AT1G05060,
AT1G05070,
AT1G05100,17.621811461300645
AT1G05140,
AT1G05150,25.749691071698837
AT1G05160,27.4958330646116
AT1G05180,30.476518977446272
AT1G05190,9.260859819274883
AT1G05200,
AT1G05230,
AT1G05260,18.294766874445667
AT1G05385,5.991875469478621
AT1G05410,
AT1G05420,
AT1G05450,4.580398930436904
AT1G05460,28.157262317437265
AT1G05470,18.295917235849707
AT1G05490,12.248043379729117
AT1G05500,
AT1G05510,12.793540644094907
AT1G05520,30.811975096775928
AT1G05560,
AT1G05575,
AT1G05580,
AT1G05600,25.12157718849288
AT1G05620,20.744754811644153
AT1G05630,
AT1G05640,
AT1G05670,31.29177270980046
AT1G05680,28.900015018203938
AT1G05690,16.83150954833996
AT1G05700,
AT1G05710,
AT1G05730,
AT1G05740,
AT1G05760,
AT1G05785,
AT1G05805,
AT1G05860,6.545308642530405
AT1G05880,20.41264093941676
AT1G05940,
AT1G06000,27.967206929132598
AT1G06020,24.06483750503533
AT1G06030,24.1567952282469
AT1G06040,5.49070899968408
AT1G06070,
AT1G06110,24.929778673725604
AT1G06130,
AT1G06160,5.9982049827977
AT1G06170,8.069437939178272
AT1G06180,7.6483773140119595
AT1G06210,11.92903973146538
AT1G06220,29.955647156573608
AT1G06225,1.5026167530340553
AT1G06270,16.850421455394354
AT1G06290,31.097993070339314
AT1G06390,23.532343328062645
AT1G06400,13.083945684185332
AT1G06410,29.39502257010014
AT1G06430,
AT1G06450,18.239211419924402
AT1G06460,
AT1G06475,
AT1G06510,
AT1G06515,
AT1G06530,7.095887379131599
AT1G06590,17.870959750702152
AT1G06620,23.39561419319699
AT1G06650,
AT1G06680,11.059404189693725
AT1G06700,20.85106788139896
AT1G06720,20.94830065207813
AT1G06740,
AT1G06760,6.609570919987884
AT1G06770,10.376591277789307
AT1G06790,10.948544804766836
AT1G06820,30.71455576652314
AT1G06830,6.439301432936408
AT1G06840,
AT1G06850,
AT1G06890,
AT1G06910,
AT1G06920,5.502009142769687
AT1G06950,25.005511474047022
AT1G06960,10.876014233581973
AT1G07000,24.161034174790522
AT1G07010,21.688494420546967
AT1G07050,
AT1G07070,5.3814385632805255
AT1G07110,20.367420811320628
AT1G07130,8.401062378939939
AT1G07140,7.7280503592424505
AT1G07160,18.25678298999126
AT1G07170,5.426932045771071
AT1G07210,
AT1G07220,
AT1G07270,20.214926462710988
AT1G07310,11.833720831928476
AT1G07320,13.112890965136678
AT1G07340,
AT1G07350,9.08656768836033
AT1G07360,16.51631907848185
AT1G07370,14.993512867304522
AT1G07400,6.133800225892635
AT1G07430,18.0352446092998
AT1G07440,17.730873061527507
AT1G07450,17.043948750284756
AT1G07480,
AT1G07500,2.536789260017996
AT1G07510,
AT1G07530,13.268795459901725
AT1G07540,
AT1G07550,
AT1G07560,
AT1G07570,
AT1G07590,
AT1G07640,
AT1G07650,
AT1G07660,9.610467070952746
AT1G07670,
AT1G07705,
AT1G07740,21.918968967901343
AT1G07750,20.17146113745799
AT1G07770,7.88359270992729
AT1G07780,14.387704065828732
AT1G07790,8.227774140550565
AT1G07795,
AT1G07810,
AT1G07820,9.61046805861889
AT1G07830,
AT1G07840,
AT1G07860,
AT1G07870,21.411563731341232
AT1G07880,23.54553393326928
AT1G07890,15.550638224088662
AT1G07900,5.774438328882316
AT1G07920,38.68077624160223
AT1G07930,38.66568476659951
AT1G07940,38.307427891729176
AT1G07960,7.733170218395138
AT1G07980,4.882078808774538
AT1G07990,
AT1G08000,6.298776180654644
AT1G08005,
AT1G08010,
AT1G08050,24.4392692631882
AT1G08060,15.51528111532564
AT1G08070,
AT1G08090,
AT1G08100,
AT1G08110,
AT1G08130,26.24297882654922
AT1G08140,
AT1G08160,
AT1G08180,2.528273391051443
AT1G08200,23.103607434286783
AT1G08230,
AT1G08280,
AT1G08290,9.343235183191547
AT1G08320,11.94208872429823
AT1G08360,10.542978011297159
AT1G08370,
AT1G08380,
AT1G08400,19.977085891559664
AT1G08410,21.754827030512118
AT1G08420,25.82233472162442
AT1G08430,
AT1G08450,23.276677581542035
AT1G08460,24.791288085834665
AT1G08465,
AT1G08480,
AT1G08490,25.496679155103735
AT1G08500,8.202132342568982
AT1G08520,
AT1G08530,
AT1G08540,14.297018875478836
AT1G08550,17.277519085978707
AT1G08560,
AT1G08580,2.8822776072125347
AT1G08590,
AT1G08600,16.97129923548984
AT1G08620,26.38489166492565
AT1G08640,
AT1G08650,18.13382369251633
AT1G08680,
AT1G08700,
AT1G08710,8.67610636767709
AT1G08720,15.971506337712693
AT1G08770,
AT1G08780,5.103654326134953
AT1G08800,10.747131609114257
AT1G08810,7.730582569897858
AT1G08820,
AT1G08830,10.749504654302298
AT1G08860,29.74840473763466
AT1G08880,9.58528984147022
AT1G08890,
AT1G08920,
AT1G08930,
AT1G08960,
AT1G08970,6.61090637859784
AT1G09000,20.852567959875515
AT1G09010,34.63141214841384
AT1G09020,23.113197100638754
AT1G09030,5.3592213240334425
AT1G09060,
AT1G09070,12.38219435348475
AT1G09080,
AT1G09100,20.394324975660766
AT1G09130,13.307745566972711
AT1G09140,9.28171258731217
AT1G09150,
AT1G09160,22.52627130082484
AT1G09180,11.447389120337746
AT1G09200,8.102936182366108
AT1G09210,23.17277225835972
AT1G09230,14.975016109873694
AT1G09250,5.93562107061307
AT1G09270,30.22623087628807
AT1G09310,8.781167929935938
AT1G09330,
AT1G09340,21.86963310440292
AT1G09380,
AT1G09400,22.305480194986206
AT1G09415,2.2197378076706045
AT1G09420,21.573456072821042
AT1G09430,28.017310583903186
AT1G09500,21.385601537647815
AT1G09530,6.087913660871102
AT1G09540,8.750574818492536
AT1G09570,26.986149911975602
AT1G09580,
AT1G09590,6.202843617102731
AT1G09620,33.12343555514109
AT1G09630,13.042101596414613
AT1G09640,23.250906129654688
AT1G09650,21.416655710006797
AT1G09660,
AT1G09690,6.202844144412827
AT1G09700,19.229414953156116
AT1G09710,
AT1G09750,24.856844919551392
AT1G09760,13.198372798854624
AT1G09770,19.088335408657592
AT1G09780,37.294905306966655
AT1G09810,
AT1G09830,30.860370165427998
AT1G09840,23.890821234319436
AT1G09850,
AT1G09860,
AT1G09870,
AT1G09960,
AT1G09970,
AT1G09980,
AT1G09995,
AT1G10010,
AT1G10030,
AT1G10040,
AT1G10060,
AT1G10070,24.040858847807613
AT1G10090,
AT1G10140,2.496284445819552
AT1G10155,11.11329004286534
AT1G10170,
AT1G10180,
AT1G10200,6.761900825180172
AT1G10210,23.548069605841697
AT1G10230,
AT1G10240,27.477901808395877
AT1G10270,27.660078289376635
AT1G10290,29.569366048970174
AT1G10300,
AT1G10320,
AT1G10350,15.039291124311225
AT1G10360,15.124999741284853
AT1G10390,18.951202650632467
AT1G10430,21.267744929340246
AT1G10470,8.8201398034291
AT1G10480,3.0688138275962187
AT1G10490,27.318745668869774
AT1G10510,
AT1G10520,26.675838168827546
AT1G10522,6.727612064402084
AT1G10530,
AT1G10580,
AT1G10585,6.176771706419721
AT1G10586,5.768291930395046
AT1G10590,
AT1G10610,
AT1G10630,
AT1G10650,
AT1G10660,
AT1G10670,27.835445293604455
AT1G10690,2.77715642948477
AT1G10700,20.353235904836453
AT1G10730,20.830135502042506
AT1G10740,
AT1G10760,24.81914416515191
AT1G10780,21.326452860382204
AT1G10790,
AT1G10820,
AT1G10840,13.533831226486436
AT1G10940,20.874987743445615
AT1G10950,
AT1G10960,7.261056861081382
AT1G10990,
AT1G11000,
AT1G11050,
AT1G11130,
AT1G11180,
AT1G11210,
AT1G11230,
AT1G11240,
AT1G11260,
AT1G11270,14.047982930605636
AT1G11310,
AT1G11330,
AT1G11350,
AT1G11380,
AT1G11410,
AT1G11430,7.752008862908012
AT1G11440,5.46857502676311
AT1G11450,
AT1G11475,3.0077654054243377
AT1G11480,
AT1G11490,
AT1G11510,7.967282295783056
AT1G11520,3.6104870732167047
AT1G11540,
AT1G11560,
AT1G11580,
AT1G11590,24.799633957020962
AT1G11630,19.18896116796101
AT1G11650,17.04025177210529
AT1G11660,30.39912245348113
AT1G11680,29.26596078647781
AT1G11720,
AT1G11730,16.97351512029511
AT1G11750,10.805004929392126
AT1G11760,3.32325022937345
AT1G11790,17.19075204884271
AT1G11800,20.971530907122364
AT1G11810,19.510225181168664
AT1G11850,3.0276379020345185
AT1G11860,23.927371774654045
AT1G11890,
AT1G11910,27.249207999978204
AT1G11915,
AT1G11940,
AT1G11950,20.78442908281806
AT1G12000,31.837734854604548
AT1G12030,9.779435814273631
AT1G12050,
AT1G12110,
AT1G12120,5.023375593791956
AT1G12160,28.27051196150817
AT1G12200,29.32376156444295
AT1G12220,30.008627389667282
AT1G12230,20.168264932761815
AT1G12240,
AT1G12250,9.8519936241178
AT1G12260,
AT1G12270,30.012432615647317
AT1G12280,29.735982265134147
AT1G12310,7.923278800091374
AT1G12360,
AT1G12380,22.340852298325068
AT1G12390,
AT1G12410,11.551831153275833
AT1G12430,25.94652088186966
AT1G12440,5.263786099317221
AT1G12460,
AT1G12470,29.412862990743953
AT1G12480,
AT1G12500,
AT1G12520,14.320650575713259
AT1G12530,
AT1G12620,32.16340964124699
AT1G12630,6.424838229241499
AT1G12650,
AT1G12670,
AT1G12680,18.974096714226736
AT1G12740,
AT1G12750,
AT1G12780,22.950004227200797
AT1G12790,10.962604705479727
AT1G12810,
AT1G12820,30.824588402838216
AT1G12840,18.87340543821222
AT1G12850,
AT1G12860,9.267563207691786
AT1G12890,5.07527524726821
AT1G12900,
AT1G12910,18.45378426875079
AT1G12920,20.148742649968955
AT1G12940,
AT1G12950,
AT1G12960,2.9849213394101293
AT1G12980,6.121441976601623
AT1G13020,9.27050998781752
AT1G13030,12.927908491267779
AT1G13060,15.48813296898483
AT1G13100,30.958575754826317
AT1G13120,14.484320919810612
AT1G13140,
AT1G13180,22.8794597934821
AT1G13190,9.885846840151887
AT1G13195,9.133101852079143
AT1G13210,
AT1G13260,11.198396063808005
AT1G13270,19.50607555049362
AT1G13280,11.813434561998628
AT1G13300,6.2460439774091014
AT1G13320,31.510112952295824
AT1G13330,8.694569043091587
AT1G13350,
AT1G13370,7.7297298965950745
AT1G13380,
AT1G13400,3.8455499318713597
AT1G13430,20.317276024665414
AT1G13440,21.14399746430393
AT1G13450,
AT1G13460,21.082543310341357
AT1G13520,
AT1G13560,
AT1G13570,22.439567230621204
AT1G13580,
AT1G13600,
AT1G13630,
AT1G13680,19.656158383193326
AT1G13690,
AT1G13730,12.651367340683683
AT1G13740,5.9614821134344105
AT1G13750,32.45224633312392
AT1G13770,
AT1G13870,15.282738324343784
AT1G13890,7.978860813163448
AT1G13900,
AT1G13930,3.9701700288602977
AT1G13950,8.020434490097733
AT1G13960,11.26414489252648
AT1G13980,26.872851639868767
AT1G13990,6.055535839854156
AT1G14000,23.785899141633806
AT1G14020,
AT1G14030,26.574157297065046
AT1G14070,27.69014575538723
AT1G14150,5.744788905698405
AT1G14170,
AT1G14250,
AT1G14260,
AT1G14280,3.9952055702017386
AT1G14290,
AT1G14300,18.53944362381765
AT1G14320,10.736602356418231
AT1G14330,19.89476833794237
AT1G14340,
AT1G14345,
AT1G14360,
AT1G14370,22.066253409355127
AT1G14380,9.345256240593697
AT1G14390,
AT1G14400,10.24418454577137
AT1G14410,9.54782303781463
AT1G14440,6.826995902551163
AT1G14450,
AT1G14500,
AT1G14510,11.043263884247212
AT1G14570,15.801792167442796
AT1G14590,
AT1G14610,31.23160278379627
AT1G14620,
AT1G14640,14.377502668359433
AT1G14650,15.990483324937317
AT1G14660,
AT1G14670,
AT1G14685,6.633706104218606
AT1G14687,5.947317243644283
AT1G14700,19.974475794425384
AT1G14720,16.593335006966537
AT1G14730,
AT1G14740,14.219834604729382
AT1G14810,
AT1G14830,30.445774055671375
AT1G14850,29.996428533546343
AT1G14870,7.505449610588046
AT1G14900,5.885476881311708
AT1G14920,22.564797778443182
AT1G14930,
AT1G14950,
AT1G14960,8.195252609548213
AT1G14980,5.242483443410364
AT1G14990,
AT1G15050,5.374911410056473
AT1G15080,
AT1G15100,4.231266374078935
AT1G15110,
AT1G15130,25.81563649577914
AT1G15140,15.216740199347091
AT1G15150,
AT1G15170,
AT1G15200,
AT1G15210,
AT1G15215,
AT1G15250,3.0028609599167018
AT1G15260,
AT1G15280,
AT1G15290,
AT1G15310,25.70630892905117
AT1G15340,7.180955973368086
AT1G15350,
AT1G15360,5.8852101972910535
AT1G15370,8.076450604122458
AT1G15385,
AT1G15430,
AT1G15440,30.464845303569124
AT1G15500,
AT1G15550,21.479372743798276
AT1G15570,18.32051195612456
AT1G15580,4.45905833844052
AT1G15610,
AT1G15670,19.74866666712762
AT1G15690,
AT1G15700,13.756570329532876
AT1G15710,15.890672183791335
AT1G15720,13.639739899204425
AT1G15730,21.426375824935075
AT1G15740,
AT1G15750,24.891719246711812
AT1G15760,4.474205990298138
AT1G15770,3.7920289119205144
AT1G15772,4.322946982102758
AT1G15780,15.089439588464229
AT1G15810,
AT1G15820,
AT1G15850,
AT1G15870,8.842683493343108
AT1G15880,
AT1G15890,29.888792925943523
AT1G15900,
AT1G15910,22.077177849866715
AT1G15920,17.829926655946363
AT1G15930,7.099321195227626
AT1G15980,21.55314829914572
AT1G16000,
AT1G16010,
AT1G16030,35.15752268087301
AT1G16060,11.39467133989315
AT1G16080,18.12936189522189
AT1G16130,
AT1G16150,
AT1G16170,
AT1G16180,
AT1G16240,
AT1G16250,20.565856190744853
AT1G16260,
AT1G16290,21.59735405931011
AT1G16330,
AT1G16340,21.339117773500046
AT1G16350,30.512788858666834
AT1G16380,
AT1G16410,30.549273000889166
AT1G16420,17.49191749492143
AT1G16430,3.89996746040266
AT1G16470,15.242602585298377
AT1G16490,7.892686834098005
AT1G16500,5.4686561434519865
AT1G16520,7.06550090302487
AT1G16530,5.304148334528436
AT1G16560,
AT1G16610,
AT1G16640,6.026097485521344
AT1G16680,
AT1G16690,11.727193893441276
AT1G16700,8.0102933356294
AT1G16705,
AT1G16720,
AT1G16740,
AT1G16760,17.151677005483233
AT1G16780,
AT1G16790,
AT1G16820,
AT1G16860,
AT1G16870,
AT1G16880,12.013329137911077
AT1G16890,10.282575537396005
AT1G16900,
AT1G16920,13.258603352174623
AT1G16950,1.6591372964428688
AT1G16960,5.3934059986574505
AT1G16970,25.14749602614759
AT1G17050,21.566476590755638
AT1G17080,
AT1G17090,
AT1G17100,11.975448237021524
AT1G17110,
AT1G17120,
AT1G17140,6.296077412399871
AT1G17145,7.95560923708185
AT1G17147,2.183254006877508
AT1G17160,22.990776382569003
AT1G17170,16.177686470013626
AT1G17180,16.469907095012704
AT1G17190,15.154586699318983
AT1G17200,
AT1G17220,12.800491599365055
AT1G17230,
AT1G17240,
AT1G17260,
AT1G17280,
AT1G17285,
AT1G17290,27.66153423153192
AT1G17310,
AT1G17340,27.534199801068148
AT1G17345,3.739289715201709
AT1G17360,13.736312220714046
AT1G17370,18.32382845839848
AT1G17380,4.194317735764376
AT1G17420,27.398532867800647
AT1G17440,
AT1G17455,3.4151336739130898
AT1G17460,
AT1G17470,21.998693996057593
AT1G17500,
AT1G17520,
AT1G17550,21.263714749716133
AT1G17580,31.134778076950454
AT1G17590,3.6730513449004736
AT1G17615,
AT1G17650,19.89155920651149
AT1G17665,7.055452751079869
AT1G17690,20.140762381829397
AT1G17720,
AT1G17730,5.247227397630486
AT1G17745,31.947912321706998
AT1G17750,
AT1G17760,26.50802072939832
AT1G17770,24.48103893990001
AT1G17790,12.946034465908237
AT1G17810,
AT1G17840,
AT1G17860,10.107661743094392
AT1G17880,4.924191622850356
AT1G17890,20.520230266516524
AT1G17950,7.227604746364946
AT1G17960,
AT1G17970,
AT1G17980,28.63521227526213
AT1G18040,21.62092620488342
AT1G18070,
AT1G18080,20.25514497628227
AT1G18130,6.72761958648258
AT1G18150,25.5012138755719
AT1G18160,17.444321811230317
AT1G18180,
AT1G18200,13.135594931971296
AT1G18210,7.590615308304463
AT1G18260,
AT1G18270,
AT1G18330,
AT1G18335,
AT1G18340,13.771727350141315
AT1G18350,17.35029961358863
AT1G18370,24.788094647035877
AT1G18400,3.6162986491285514
AT1G18440,14.899793537417645
AT1G18450,24.525685391252495
AT1G18470,
AT1G18500,32.08457224427907
AT1G18520,
AT1G18540,10.994328564855532
AT1G18550,22.727678302697694
AT1G18570,9.44049477170139
AT1G18610,20.448661598445412
AT1G18630,6.759730570255042
AT1G18640,16.194177678641687
AT1G18660,
AT1G18690,
AT1G18710,8.712572335696773
AT1G18720,
AT1G18730,
AT1G18750,
AT1G18760,9.862444385677048
AT1G18780,9.832562405702571
AT1G18800,9.908266339073332
AT1G18830,
AT1G18850,18.325641660937755
AT1G18860,
AT1G18880,
AT1G18890,28.51532690575769
AT1G18950,
AT1G19000,4.652615137538547
AT1G19010,
AT1G19040,
AT1G19050,8.788664168636398
AT1G19090,
AT1G19100,23.085750676159787
AT1G19110,
AT1G19120,5.726009822089869
AT1G19150,
AT1G19180,3.8068652480103573
AT1G19200,4.489229257541376
AT1G19210,6.272421891350076
AT1G19220,24.542122931183908
AT1G19240,2.102685639533979
AT1G19270,
AT1G19300,20.325199229221028
AT1G19310,
AT1G19320,
AT1G19330,
AT1G19350,
AT1G19450,
AT1G19490,
AT1G19510,3.418411690863161
AT1G19520,
AT1G19530,
AT1G19550,
AT1G19570,15.414526379224569
AT1G19580,14.463941953178878
AT1G19650,
AT1G19670,20.831420761613213
AT1G19680,
AT1G19700,9.462453323661274
AT1G19730,8.102392669305416
AT1G19740,12.836732365841135
AT1G19750,
AT1G19770,
AT1G19790,5.477354489400309
AT1G19800,
AT1G19830,4.420718108248521
AT1G19835,11.037657046840728
AT1G19850,21.16768693547964
AT1G19860,7.747113324337384
AT1G19870,8.003962384590963
AT1G19890,7.965563396097628
AT1G19920,26.82295166522193
AT1G19980,
AT1G20010,24.735505754272953
AT1G20020,19.798170042250877
AT1G20050,
AT1G20065,
AT1G20090,14.060477177001314
AT1G20100,4.00520040049766
AT1G20110,12.398189032242302
AT1G20140,10.85801220202347
AT1G20200,16.882059467468125
AT1G20220,
AT1G20225,
AT1G20260,29.578763503564925
AT1G20330,19.410650837801455
AT1G20340,7.784906312187066
AT1G20360,13.240953845754307
AT1G20380,
AT1G20410,26.177366772125684
AT1G20440,5.569086959243441
AT1G20450,4.709235521039301
AT1G20480,33.99165168029226
AT1G20490,
AT1G20540,
AT1G20550,
AT1G20580,
AT1G20590,
AT1G20610,17.521655641903806
AT1G20620,
AT1G20630,25.74981222120865
AT1G20640,
AT1G20693,
AT1G20696,5.591565686632623
AT1G20700,
AT1G20760,
AT1G20770,6.000047485459318
AT1G20780,30.835569839172443
AT1G20810,
AT1G20840,
AT1G20850,21.494398072166636
AT1G20870,15.201520010225877
AT1G20880,7.8983121742184235
AT1G20900,9.857072964793286
AT1G20910,12.224840689666747
AT1G20920,15.23797640806586
AT1G20930,21.240266663179053
AT1G20940,19.644071963149567
AT1G20950,33.14959376190172
AT1G20960,25.727992625465763
AT1G20970,
AT1G20980,
AT1G21000,
AT1G21010,
AT1G21080,
AT1G21100,20.330903250190445
AT1G21130,20.176718921717317
AT1G21140,
AT1G21160,
AT1G21170,
AT1G21190,4.688985194364646
AT1G21200,9.279865489386577
AT1G21210,
AT1G21230,
AT1G21240,
AT1G21250,
AT1G21270,
AT1G21280,
AT1G21320,8.41448631682459
AT1G21326,4.736978338763767
AT1G21340,4.571490672743555
AT1G21350,
AT1G21380,14.046252650203606
AT1G21400,
AT1G21410,19.099984324269492
AT1G21440,
AT1G21450,19.201676802870107
AT1G21460,
AT1G21560,8.89789132349149
AT1G21590,
AT1G21600,10.635284102843753
AT1G21630,
AT1G21660,
AT1G21690,20.383510412334328
AT1G21700,17.82681819255287
AT1G21720,12.658267488951708
AT1G21750,30.653684593510096
AT1G21760,15.415744797129289
AT1G21780,16.561866909322934
AT1G21790,
AT1G21810,
AT1G21840,12.09100078373495
AT1G21870,
AT1G21890,
AT1G21900,
AT1G21910,6.281418782991723
AT1G21940,
AT1G21970,5.696471824854261
AT1G21980,25.121250092218098
AT1G22050,4.876775211108486
AT1G22070,11.073722132958798
AT1G22080,10.504221360423017
AT1G22130,7.8046537002748115
AT1G22150,
AT1G22160,3.1493162558714154
AT1G22190,6.524834933969915
AT1G22220,13.69396291280907
AT1G22270,8.218311570052968
AT1G22275,10.728659079798797
AT1G22280,17.186703330266678
AT1G22290,7.483840137069472
AT1G22300,12.528069779710677
AT1G22310,
AT1G22360,33.1562796708951
AT1G22410,29.872007375039633
AT1G22430,26.318549946432597
AT1G22440,26.21337366884573
AT1G22450,4.733306182068244
AT1G22460,
AT1G22490,7.28307177304997
AT1G22500,
AT1G22530,19.221944699256976
AT1G22550,
AT1G22570,
AT1G22590,
AT1G22630,
AT1G22640,8.418854436205992
AT1G22700,
AT1G22710,
AT1G22730,23.710099049524622
AT1G22750,
AT1G22760,23.134254462643536
AT1G22770,26.279440194099337
AT1G22780,7.179228324014317
AT1G22790,
AT1G22800,16.85942701281706
AT1G22810,5.545308217931344
AT1G22840,7.974380920655856
AT1G22882,
AT1G22920,13.89590007192254
AT1G22970,15.691583039566467
AT1G22985,5.478677364537793
AT1G22990,6.332992883700374
AT1G23040,4.096673098869759
AT1G23080,
AT1G23090,
AT1G23100,
AT1G23170,23.772583989653157
AT1G23190,38.42566789678868
AT1G23220,6.665232856526004
AT1G23260,8.891831505873126
AT1G23290,6.473180536244247
AT1G23300,
AT1G23310,27.634292129747227
AT1G23320,20.128861467019775
AT1G23380,8.63626133018727
AT1G23390,19.71954071478683
AT1G23410,10.69914571388788
AT1G23420,
AT1G23460,
AT1G23490,
AT1G23560,11.723740290733211
AT1G23710,4.182534446831956
AT1G23730,13.97179932848126
AT1G23740,23.456568575373
AT1G23750,
AT1G23770,12.841298742459763
AT1G23780,16.320437813907517
AT1G23800,34.98693430681544
AT1G23810,10.493619913396802
AT1G23820,
AT1G23850,
AT1G23860,6.037893412893896
AT1G23880,
AT1G23890,
AT1G23900,28.736011987614006
AT1G23935,
AT1G23980,
AT1G24020,8.848019092740337
AT1G24040,11.891640293782457
AT1G24050,
AT1G24120,15.698909388282326
AT1G24150,
AT1G24160,6.134765662434092
AT1G24180,23.475835933231956
AT1G24190,
AT1G24210,
AT1G24230,
AT1G24250,10.918800067253818
AT1G24260,
AT1G24265,
AT1G24280,22.918925268497233
AT1G24290,31.478579497552786
AT1G24300,
AT1G24310,9.104636723184344
AT1G24350,
AT1G24360,19.27609860908421
AT1G24400,
AT1G24440,
AT1G24450,8.054136274273613
AT1G24460,
AT1G24490,
