A0A1I9LSH2	IPR056187	NOMO, eighth prealbumin-like domain	PF23660	669	770
A0A1I9LSH2	IPR056188	NOMO, sixth transthyretin-like domain	PF23196	496	574
A0A1I9LSH2	IPR056189	NOMO, third transthyretin-like domain	PF23193	264	330
A0A1I9LSH2	IPR056190	NOMO, fifth transthyretin-like domain	PF23194	413	494
A0A1I9LSH2	IPR056319	NOMO, seventh transthyretin-like domain	PF23141	595	667
A0A1P8ART1	IPR008030	NmrA-like domain	PF05368	31	334
A0A1P8ART1	IPR036291	NAD(P)-binding domain superfamily	SSF51735	32	305
A0A1P8ART1	IPR045312	Phenylcoumaran benzylic ether reductase-like	cd05259	34	333
A0A1P8ART1	IPR050608	NmrA-type oxidoreductase, Isoflavone reductase subfamily	PTHR43349	31	336
A0A1P8AVE9	IPR007034	Ribosome biogenesis protein BMS1/TSR1, C-terminal	PF04950	728	1009
A0A1P8AVE9	IPR007034	Ribosome biogenesis protein BMS1/TSR1, C-terminal	SM01362	692	1008
A0A1P8AVE9	IPR012948	AARP2CN	PF08142	244	317
A0A1P8AVE9	IPR012948	AARP2CN	SM00785	232	318
A0A1P8AVE9	IPR027417	P-loop containing nucleoside triphosphate hydrolase	G3DSA:3.40.50.300	84	246
A0A1P8AVE9	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	81	221
A0A1P8AVE9	IPR030387	Bms1/Tsr1-type G domain	PS51714	81	246
A0A1P8AVE9	IPR037875	Ribosome biogenesis protein Bms1, N-terminal	cd01882	45	275
A0A1P8AVE9	IPR039761	Ribosome biogenesis protein Bms1/Tsr1	PTHR12858	6	1157
A0A1P8AVJ4	IPR016024	Armadillo-type fold	SSF48371	150	1262
A0A1P8AVJ4	IPR049362	TELO2-interacting protein 1, middle region repeats	PF21547	827	921
A0A1P8AVJ4	IPR052587	TELO2-interacting protein 1 homolog	PTHR18460	21	1332
A0A1P8AVJ4	IPR057566	TTI1, N-terminal TPR domain	PF24173	215	460
A0A1P8AVJ4	IPR057567	TTI1, C-terminal TPR domain	PF24181	965	1262
A0A1P8AVQ6	IPR000719	Protein kinase domain	PS50011	578	851
A0A1P8AVQ6	IPR000719	Protein kinase domain	SM00220	578	851
A0A1P8AVQ6	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PF07714	580	846
A0A1P8AVQ6	IPR001611	Leucine-rich repeat	PF13855	405	462
A0A1P8AVQ6	IPR001611	Leucine-rich repeat	PS51450	427	449
A0A1P8AVQ6	IPR008271	Serine/threonine-protein kinase, active site	PS00108	699	711
A0A1P8AVQ6	IPR011009	Protein kinase-like domain superfamily	SSF56112	554	846
A0A1P8AVQ6	IPR017441	Protein kinase, ATP binding site	PS00107	584	606
A0A1P8AVQ6	IPR024788	Malectin-like domain	PF12819	29	346
A0A1P8AVQ6	IPR032675	Leucine-rich repeat domain superfamily	G3DSA:3.80.10.10	360	488
A0A1P8AVY3	IPR002921	Fungal lipase-type domain	PF01764	231	387
A0A1P8AVY3	IPR029058	Alpha/Beta hydrolase fold	G3DSA:3.40.50.1820	138	429
A0A1P8AVY3	IPR029058	Alpha/Beta hydrolase fold	SSF53474	173	408
A0A1P8AVY3	IPR044819	Triacylglycerol lipase OBL1-like	PTHR46086	28	486
A0A1P8AW87	IPR000719	Protein kinase domain	PS50011	450	712
A0A1P8AW87	IPR000719	Protein kinase domain	SM00220	450	709
A0A1P8AW87	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PF07714	453	704
A0A1P8AW87	IPR006016	UspA	PF00582	18	142
A0A1P8AW87	IPR008271	Serine/threonine-protein kinase, active site	PS00108	568	580
A0A1P8AW87	IPR011009	Protein kinase-like domain superfamily	SSF56112	429	704
A0A1P8AW87	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	G3DSA:3.40.50.620	17	154
A0A1P8AW87	IPR051348	U-box domain-containing ubiquitin ligases	PTHR45647	16	727
A0A1P8AX98	IPR011989	Armadillo-like helical	G3DSA:1.25.10.10	586	999
A0A1P8AX98	IPR011989	Armadillo-like helical	G3DSA:1.25.10.10	1022	1298
A0A1P8AX98	IPR011989	Armadillo-like helical	G3DSA:1.25.10.10	1299	1686
A0A1P8AX98	IPR016024	Armadillo-type fold	SSF48371	22	855
A0A1P8AX98	IPR016024	Armadillo-type fold	SSF48371	732	1399
A0A1P8AX98	IPR016024	Armadillo-type fold	SSF48371	1319	1800
A0A1P8AX98	IPR024372	Proteasome component Ecm29, N-terminal	PF13001	22	502
A0A1P8AX98	IPR055443	Proteasome adapter and scaffold protein ECM29, HEAT-repeat domain	PF24492	1251	1410
A0A1P8AX98	IPR055444	ECM29, ARM-like repeats domain	PF23702	628	721
A0A1P8B2U5	IPR001623	DnaJ domain	PF00226	115	180
A0A1P8B2U5	IPR001623	DnaJ domain	PR00625	139	154
A0A1P8B2U5	IPR001623	DnaJ domain	PR00625	155	175
A0A1P8B2U5	IPR001623	DnaJ domain	PS50076	115	183
A0A1P8B2U5	IPR001623	DnaJ domain	SM00271	114	175
A0A1P8B2U5	IPR001623	DnaJ domain	cd06257	115	171
A0A1P8B2U5	IPR036869	Chaperone J-domain superfamily	G3DSA:1.10.287.110	103	209
A0A1P8B2U5	IPR036869	Chaperone J-domain superfamily	SSF46565	110	183
A0A1P8B2U5	IPR053052	Imprinting Balance Regulator	PTHR45496	45	352
A0A1P8B4A5	IPR000719	Protein kinase domain	PF00069	49	309
A0A1P8B4A5	IPR000719	Protein kinase domain	PS50011	49	310
A0A1P8B4A5	IPR000719	Protein kinase domain	SM00220	49	310
A0A1P8B4A5	IPR011009	Protein kinase-like domain superfamily	SSF56112	47	311
A0A1P8B4A5	IPR017441	Protein kinase, ATP binding site	PS00107	55	78
A0A1P8B4A5	IPR047173	STE20-related kinase adapter protein alpha/beta-like	PTHR48014	40	709
A0A1P8B5A6	IPR019349	Small ribosomal subunit protein mS35, mitochondrial, conserved domain	PF10213	314	394
A0A1P8B5A6	IPR039848	Small ribosomal subunit protein mS35, mitochondrial	PTHR13490	52	416
A0A1P8B6M6	IPR008528	Protein unc-13 homologue	PTHR31280	13	1082
A0A1P8B6M6	IPR014770	Munc13 homology 1	PS51258	649	769
A0A1P8B6M6	IPR014772	Mammalian uncoordinated homology 13, domain 2	PS51259	924	1034
A0A1P8B6M6	IPR057984	PATROL1-like, C-terminal	PF25761	682	1082
A0A1P8B6M6	IPR060298	Protein unc-13 homolog, third domain	PF27629	415	523
A0A1P8B7F5	IPR004854	Ubiquitin fusion degradation protein UFD1-like	PTHR12555	148	628
A0A1P8B7F5	IPR013083	Zinc finger, RING/FYVE/PHD-type	G3DSA:3.30.40.10	591	645
A0A1P8B7F5	IPR042299	UFD1-like, Nn domain	G3DSA:2.40.40.50	199	297
A0A1P8B7F5	IPR049439	TRAFD1/XAF1, zinc finger	PF21366	647	676
A0A1P8B7F5	IPR055417	Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 1	PF03152	213	298
A0A1P8B7F5	IPR055418	Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 2	PF24842	299	374
A0A1P8B8L5	IPR008546	VAN3-binding protein-like, auxin canalisation domain	PF05703	54	284
A0A1P8B8L5	IPR013666	Pleckstrin-like, plant	PF08458	311	415
A0A1P8B8L5	IPR040269	VAN3-binding protein	PTHR31351	50	414
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	68	100
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	102	134
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	136	168
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	170	201
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	203	234
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	237	272
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	274	308
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	318	350
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	352	386
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	396	432
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	434	465
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	467	499
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	501	535
A0A1P8B9B1	IPR003107	HAT (Half-A-TPR) repeat	SM00386	537	568
A0A1P8B9B1	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	123	323
A0A1P8B9B1	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	324	533
A0A1P8B9B1	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	536	656
A0A1P8B9B1	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	78	188
A0A1P8B9B1	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	158	317
A0A1P8B9B1	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	266	521
A0A1P8B9B1	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	524	613
A0A1P8B9B1	IPR045075	Pre-mRNA-splicing factor Syf1-like	PTHR11246	22	676
A0A1P8B9B1	IPR055430	Pre-mRNA-splicing factor Syf1/CRNKL1-like, C-terminal HAT-repeats domain	PF23231	75	317
A0A1P8B9B1	IPR055433	Pre-mRNA-splicing factor Syf1-like, N-terminal HAT-repeats domain	PF23233	325	485
A0A1P8B9B1	IPR059164	PRP39, C-terminal HAT repeat	PF23241	526	613
A0A1P8BA53	IPR002083	MATH/TRAF domain	PF22486	82	210
A0A1P8BA53	IPR002083	MATH/TRAF domain	PF22486	233	358
A0A1P8BA53	IPR002083	MATH/TRAF domain	PS50144	78	210
A0A1P8BA53	IPR002083	MATH/TRAF domain	PS50144	230	358
A0A1P8BA53	IPR002083	MATH/TRAF domain	SM00061	83	191
A0A1P8BA53	IPR002083	MATH/TRAF domain	SM00061	232	339
A0A1P8BA53	IPR002083	MATH/TRAF domain	cd00121	82	210
A0A1P8BA53	IPR002083	MATH/TRAF domain	cd00121	233	358
A0A1P8BA53	IPR008974	TRAF-like	G3DSA:2.60.210.10	78	219
A0A1P8BA53	IPR008974	TRAF-like	G3DSA:2.60.210.10	220	365
A0A1P8BDM1	IPR001461	Aspartic peptidase A1	PTHR47965	47	436
A0A1P8BDM1	IPR021109	Aspartic peptidase domain superfamily	G3DSA:2.40.70.10	59	238
A0A1P8BDM1	IPR021109	Aspartic peptidase domain superfamily	G3DSA:2.40.70.10	246	438
A0A1P8BDM1	IPR021109	Aspartic peptidase domain superfamily	SSF50630	67	434
A0A1P8BDM1	IPR032799	Xylanase inhibitor, C-terminal	PF14541	267	424
A0A1P8BDM1	IPR032861	Xylanase inhibitor, N-terminal	PF14543	75	233
A0A1P8BDM1	IPR033121	Peptidase family A1 domain	PS51767	75	424
A0A1P8BDM1	IPR033868	Xylanase inhibitor I-like	cd05489	76	427
A0A1P8BFD8	IPR002735	Translation initiation factor IF2/IF5 domain	PF01873	126	236
A0A1P8BFD8	IPR002735	Translation initiation factor IF2/IF5 domain	SM00653	129	238
A0A1P8BFD8	IPR016189	Translation initiation factor IF2/IF5, N-terminal	SSF100966	104	210
A0A1P8BFD8	IPR016190	Translation initiation factor IF2/IF5, zinc-binding	SSF75689	207	242
A0A1P8BFD8	IPR045196	Translation initiation factor IF2/IF5	PTHR23001	108	242
A0AQW4	IPR005333	Transcription factor, TCP	PTHR31072	105	267
A0AQW4	IPR017887	Transcription factor TCP subgroup	PF03634	111	192
A0AQW4	IPR017887	Transcription factor TCP subgroup	PS51369	112	170
A0AQW4	IPR017888	CYC/TB1, R domain	PS51370	216	233
A1A6H3	IPR002139	Ribokinase/fructokinase	PR00990	73	94
A1A6H3	IPR002139	Ribokinase/fructokinase	PR00990	100	119
A1A6H3	IPR002139	Ribokinase/fructokinase	PR00990	174	187
A1A6H3	IPR002139	Ribokinase/fructokinase	PR00990	244	259
A1A6H3	IPR002139	Ribokinase/fructokinase	PR00990	288	299
A1A6H3	IPR002173	Carbohydrate/purine kinase, PfkB, conserved site	PS00584	319	332
A1A6H3	IPR011611	Carbohydrate kinase PfkB	PF00294	71	367
A1A6H3	IPR011877	Ribokinase	MF_01987	69	373
A1A6H3	IPR011877	Ribokinase	cd01174	70	367
A1A6H3	IPR029056	Ribokinase-like	G3DSA:3.40.1190.20	68	379
A1A6H3	IPR029056	Ribokinase-like	SSF53613	70	375
A1A6M1	IPR002477	Peptidoglycan binding-like	PF01471	184	242
A1A6M1	IPR036365	PGBD-like superfamily	SSF47090	176	243
A1A6M1	IPR036366	PGBD superfamily	G3DSA:1.10.101.10	170	244
A1A6M1	IPR036410	Heat shock protein DnaJ, cysteine-rich domain superfamily	SSF57938	324	385
A1L4X7	IPR005175	PPC domain	PF03479	172	284
A1L4X7	IPR005175	PPC domain	PS51742	165	305
A1L4X7	IPR005175	PPC domain	cd11378	172	283
A1L4X7	IPR039605	AT-hook motif nuclear-localized protein	PTHR31500	59	334
A2RVK7	IPR001247	Exoribonuclease, phosphorolytic domain 1	PF01138	42	166
A2RVK7	IPR015847	Exoribonuclease, phosphorolytic domain 2	PF03725	170	231
A2RVK7	IPR020568	Ribosomal protein uS5 domain 2-type superfamily	SSF54211	32	193
A2RVK7	IPR027408	PNPase/RNase PH domain superfamily	G3DSA:3.30.230.70	30	255
A2RVK7	IPR036345	Exoribonuclease, PH domain 2 superfamily	SSF55666	168	251
A2RVK7	IPR050080	Ribonuclease PH	PTHR11953	34	244
A2RVM0	IPR002347	Short-chain dehydrogenase/reductase SDR	PF00106	31	179
A2RVM0	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	31	48
A2RVM0	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	107	118
A2RVM0	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	157	173
A2RVM0	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	221	238
A2RVM0	IPR036291	NAD(P)-binding domain superfamily	SSF51735	29	292
A2RVM0	IPR055280	Short-chain dehydrogenase TIC 32	PTHR48476	1	309
A2RVR7	IPR000352	Peptide chain release factor class I	PF00472	263	373
A2RVR7	IPR004373	Peptide chain release factor 1	MF_00093	56	410
A2RVR7	IPR004373	Peptide chain release factor 1	TIGR00019	58	410
A2RVR7	IPR005139	Peptide chain release factor	PF03462	64	256
A2RVR7	IPR005139	Peptide chain release factor	SM00937	116	231
A2RVR7	IPR045853	Peptide chain release factor class I superfamily	SSF75620	70	400
A2RVR7	IPR050057	Prokaryotic/Mitochondrial Release Factor	PTHR43804	54	408
A2RVS6	IPR000504	RNA recognition motif domain	PF00076	9	76
A2RVS6	IPR000504	RNA recognition motif domain	PF00076	124	186
A2RVS6	IPR000504	RNA recognition motif domain	PS50102	7	82
A2RVS6	IPR000504	RNA recognition motif domain	PS50102	122	200
A2RVS6	IPR000504	RNA recognition motif domain	SM00360	8	78
A2RVS6	IPR000504	RNA recognition motif domain	SM00360	123	196
A2RVS6	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	G3DSA:3.30.70.330	2	117
A2RVS6	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	G3DSA:3.30.70.330	122	199
A2RVS6	IPR035979	RNA-binding domain superfamily	SSF54928	6	188
A2RVS6	IPR050374	RRT5/SRSF/Splicing Factor SR	PTHR23003	5	287
A3KPF2	IPR025799	Protein arginine N-methyltransferase	PS51678	144	459
A3KPF2	IPR025799	Protein arginine N-methyltransferase	PTHR11006	66	467
A3KPF2	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	G3DSA:3.40.50.150	130	291
A3KPF2	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	SSF53335	154	465
A3KPF2	IPR055135	Protein arginine N-methyltransferase domain	PF22528	309	449
A3KPF2	IPR057622	Probable histone-arginine methyltransferase CARM1-like, N-terminal PH domain	PF25350	9	116
A4FVR1	IPR009060	UBA-like superfamily	SSF46934	14	73
A4FVR1	IPR009719	GBF-interacting protein 1, N-terminal	PF06972	13	73
A4FVR1	IPR044277	GBF-interacting protein 1	PTHR46775	1	150
A4GSN8	IPR012929	Nucleoprotein, TPR/MLP1-2 domain	PF07926	1045	1171
A4GSN8	IPR057577	Nucleoprotein, TPR/MPL1 domain	PF25481	171	250
A4GSN8	IPR057974	NUA/TPR/MLP1-2-like domain	PF25785	491	596
A6QRA1	IPR005576	RNA polymerase Rpb7-like , N-terminal	PF03876	9	68
A6QRA1	IPR012340	Nucleic acid-binding, OB-fold	G3DSA:2.40.50.140	85	175
A6QRA1	IPR012340	Nucleic acid-binding, OB-fold	SSF50249	84	174
A6QRA1	IPR036898	RNA polymerase Rpb7-like, N-terminal domain superfamily	G3DSA:3.30.1490.120	1	84
A6QRA1	IPR036898	RNA polymerase Rpb7-like, N-terminal domain superfamily	SSF88798	1	81
A6QRA1	IPR045113	RNA polymerase subunit Rpb7-like	PTHR12709	1	163
A8MQR0	IPR039976	WPP domain-interacting tail-anchored protein	PTHR35705	7	598
A8MQR0	IPR058610	WIT1/2, N-terminal helical bundle	PF26581	22	154
A8MR31	IPR024145	Histone deacetylase complex subunit SAP30/SAP30-like	PTHR13286	28	238
A8MR31	IPR025718	Histone deacetylase complex subunit SAP30, Sin3 binding domain	PF13867	172	224
A8MR31	IPR038291	SAP30, C-terminal domain superfamily	G3DSA:6.10.160.20	148	239
A8MR65	IPR037766	Protein FAR-RED ELONGATED HYPOCOTYL 1	PTHR37723	11	201
A8MS68	IPR004099	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	PF02852	437	548
A8MS68	IPR006258	Dihydrolipoamide dehydrogenase	TIGR01350	87	554
A8MS68	IPR012999	Pyridine nucleotide-disulphide oxidoreductase, class I, active site	PS00076	121	131
A8MS68	IPR016156	FAD/NAD-linked reductase, dimerisation domain superfamily	G3DSA:3.30.390.30	436	562
A8MS68	IPR016156	FAD/NAD-linked reductase, dimerisation domain superfamily	SSF55424	436	552
A8MS68	IPR023753	FAD/NAD(P)-binding domain	PF07992	87	418
A8MS68	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	88	419
A8MS68	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	229	356
A8MS68	IPR036188	FAD/NAD(P)-binding domain superfamily	SSF51905	79	427
A8MS68	IPR050151	Class-I pyridine nucleotide-disulfide oxidoreductase	PTHR22912	84	554
A8MS85	IPR003029	S1 domain	PS50126	1103	1174
A8MS85	IPR003029	S1 domain	SM00316	1101	1174
A8MS85	IPR006641	YqgF/RNase H-like domain	SM00732	716	834
A8MS85	IPR010994	RuvA domain 2-like	SSF47781	887	976
A8MS85	IPR010994	RuvA domain 2-like	SSF47781	989	1077
A8MS85	IPR012337	Ribonuclease H-like superfamily	SSF53098	716	871
A8MS85	IPR012340	Nucleic acid-binding, OB-fold	G3DSA:2.40.50.140	1096	1185
A8MS85	IPR012340	Nucleic acid-binding, OB-fold	SSF50249	1098	1178
A8MS85	IPR017072	Transcription elongation factor Spt6	PIRSF036947	5	1450
A8MS85	IPR017072	Transcription elongation factor Spt6	PTHR10145	10	1460
A8MS85	IPR023319	Tex-like protein, HTH domain superfamily	G3DSA:1.10.10.650	281	471
A8MS85	IPR023323	Tex-like domain superfamily	G3DSA:1.10.3500.10	472	909
A8MS85	IPR028083	Spt6 acidic, N-terminal domain	PF14632	31	118
A8MS85	IPR028231	Transcription elongation factor Spt6, YqgF domain	PF14639	715	871
A8MS85	IPR032706	Transcription elongation factor Spt6, helix-hairpin-helix motif	PF14635	875	975
A8MS85	IPR035018	Spt6, SH2 domain, C terminus	cd09928	1324	1410
A8MS85	IPR035019	Spt6, SH2 domain, N terminus	cd09918	1225	1313
A8MS85	IPR035420	Spt6, SH2 domain	PF14633	1192	1409
A8MS85	IPR036860	SH2 domain superfamily	G3DSA:3.30.505.10	1211	1322
A8MS85	IPR036860	SH2 domain superfamily	G3DSA:3.30.505.10	1323	1420
A8MS85	IPR036860	SH2 domain superfamily	SSF55550	1228	1314
A8MS85	IPR036860	SH2 domain superfamily	SSF55550	1360	1411
A8MS85	IPR037027	YqgF/RNase H-like domain superfamily	G3DSA:3.30.420.140	706	1095
A8MS85	IPR041692	HHH domain 9	PF17674	990	1075
A8MS85	IPR042066	Spt6, Death-like domain	G3DSA:1.10.10.2740	984	1076
A8MS85	IPR049540	Spt6-like, S1/OB domain	PF21710	1089	1174
A8MS85	IPR055179	Tex-like, central region	PF22706	510	681
A8MSB8	IPR024512	Small subunit of serine palmitoyltransferase-like	PF11779	1	52
A8R7E6	IPR000719	Protein kinase domain	PS50011	322	594
A8R7E6	IPR000719	Protein kinase domain	SM00220	322	594
A8R7E6	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PF07714	325	589
A8R7E6	IPR008271	Serine/threonine-protein kinase, active site	PS00108	437	449
A8R7E6	IPR011009	Protein kinase-like domain superfamily	SSF56112	303	590
A8R7E6	IPR017441	Protein kinase, ATP binding site	PS00107	328	350
A8R7E6	IPR018392	LysM domain	PS51782	168	211
A8R7E6	IPR018392	LysM domain	cd00118	168	200
A8R7E6	IPR044812	LysM domain receptor kinase CERK1/LYK3-like	PTHR46204	12	606
A8R7E6	IPR056562	LYK3/4/5, second LysM domain	PF23472	101	149
A8R7E6	IPR057097	LYK3/RLK10-like, LysM domain	PF23577	168	211
A9LLI7	IPR002121	HRDC domain	PF00570	482	549
A9LLI7	IPR002121	HRDC domain	PS50967	479	559
A9LLI7	IPR002121	HRDC domain	SM00341	479	559
A9LLI7	IPR002562	3'-5' exonuclease domain	PF01612	262	428
A9LLI7	IPR002562	3'-5' exonuclease domain	SM00474	260	429
A9LLI7	IPR010997	HRDC-like superfamily	SSF47819	461	555
A9LLI7	IPR012337	Ribonuclease H-like superfamily	SSF53098	195	459
A9LLI7	IPR036397	Ribonuclease H superfamily	G3DSA:3.30.420.10	188	467
A9LLI7	IPR044876	HRDC domain superfamily	G3DSA:1.10.150.80	468	559
A9LLI7	IPR045092	Exosome complex exonuclease Rrp6-like	PTHR12124	29	868
A9LLI7	IPR049559	Rrp6-like, 3'-5' exonuclease domain	cd06147	256	448
A9LNK9	IPR000571	Zinc finger, CCCH-type	PS50103	60	87
A9LNK9	IPR000571	Zinc finger, CCCH-type	PS50103	114	141
A9LNK9	IPR000571	Zinc finger, CCCH-type	SM00356	60	86
A9LNK9	IPR000571	Zinc finger, CCCH-type	SM00356	88	114
A9LNK9	IPR000571	Zinc finger, CCCH-type	SM00356	116	140
A9LNK9	IPR007275	YTH domain	PF04146	237	371
A9LNK9	IPR007275	YTH domain	PS50882	237	372
A9LNK9	IPR007275	YTH domain	cd21134	238	372
A9LNK9	IPR036855	Zinc finger, CCCH-type superfamily	SSF90229	62	85
A9LNK9	IPR045168	YTH domain containing protein	PTHR12357	31	626
A9QM73	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	21	262
A9QM73	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	29	587
A9QM73	IPR018834	DNA/RNA-binding domain, Est1-type	PF10373	203	531
A9QM73	IPR019458	Telomerase activating protein Est1-like, N-terminal	PF10374	68	190
A9QM73	IPR045153	Est1/Ebs1-like	PTHR15696	10	1014
B0F9L4	IPR006953	Vesicle tethering protein Uso1/P115-like, head domain	PF04869	371	684
B0F9L4	IPR006955	Uso1/p115-like vesicle tethering protein, C-terminal	PF04871	789	914
B0F9L4	IPR011989	Armadillo-like helical	G3DSA:1.25.10.10	23	688
B0F9L4	IPR016024	Armadillo-type fold	SSF48371	26	361
B0F9L4	IPR024095	Vesicle tethering protein p115	PTHR10013	9	913
B3DNN5	IPR011990	Tetratricopeptide-like helical domain superfamily	G3DSA:1.25.40.10	5	530
B3DNN5	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	37	178
B3DNN5	IPR011990	Tetratricopeptide-like helical domain superfamily	SSF48452	242	345
B3DNN5	IPR019734	Tetratricopeptide repeat	PF00515	486	517
